text,reason,label
good but has composite port.,want to know when the next season is coming,0
"can not establish, whereas sy again need bgt for instead can not instal",want to unblur the background,0
worst app showing my wrong name i do not know why i tried many times but still same problem,unable to download content,0
vary nice app for android,screen freezes on iphone,0
too many bug in this app always hang.,auto rotation is bad,0
the app crashes when you try to open it,app crashes when entering the app,1
i tried to contact customer care but of no use.,unable to communicate with customer service,1
when i switch to another page with zoom meeting open on phone no longer meeting interrupts i can not hear sounds from behind how can i fix this,want to hear sounds from behind,1
all of the episodes for the season are non displayed.,want to install update,0
it is impossible to synchronize.,want to synchronize,1
